Uniqueid,Word,Condition,Listnum,Spatial_Input_Position,Temporal_Input_Position,Spatial_Recall_Order,Initial_RT_Time,Length,Correct,Distance_From_Correct,Order_Type,Serial_Pos_Encoded,Word_Reading,Output_Rank
A1H8KD4NM21PAP:39K0FND3AIMXKVQ1Q5JVJY31ENCMAD,CATCHER,"temporal, read silently",20,4,13,4,12.6476,16,0,9,Temporal,13,Silent,4
A1H8KD4NM21PAP:39K0FND3AIMXKVQ1Q5JVJY31ENCMAD,SHELF,"temporal, read silently",20,11,14,11,33.1592,16,0,3,Temporal,14,Silent,11
A1H8KD4NM21PAP:39K0FND3AIMXKVQ1Q5JVJY31ENCMAD,ONION,"temporal, read silently",20,5,15,5,14.9897,16,0,10,Temporal,15,Silent,5
A1H8KD4NM21PAP:39K0FND3AIMXKVQ1Q5JVJY31ENCMAD,TUBA,"temporal, read silently",20,14,16,14,41.903,16,0,2,Temporal,16,Silent,14
A1H8KD4NM21PAP:39K0FND3AIMXKVQ1Q5JVJY31ENCMAD,BUBBLE,"temporal, read silently",21,2,1,2,34.1993,8,0,1,Temporal,1,Silent,2
A1H8KD4NM21PAP:39K0FND3AIMXKVQ1Q5JVJY31ENCMAD,KITCHEN,"temporal, read silently",21,3,2,3,36.051,8,0,1,Temporal,2,Silent,3
A1H8KD4NM21PAP:39K0FND3AIMXKVQ1Q5JVJY31ENCMAD,SCALPEL,"temporal, read silently",21,8,3,8,58.5314,8,0,5,Temporal,3,Silent,8
A1H8KD4NM21PAP:39K0FND3AIMXKVQ1Q5JVJY31ENCMAD,BROTHER,"temporal, read silently",21,1,4,1,31.3742,8,0,3,Temporal,4,Silent,1
A1H8KD4NM21PAP:39K0FND3AIMXKVQ1Q5JVJY31ENCMAD,MUMMY,"temporal, read silently",21,5,5,5,43.4345,8,1,0,Temporal,5,Silent,5
A1H8KD4NM21PAP:39K0FND3AIMXKVQ1Q5JVJY31ENCMAD,ROBOT,"temporal, read silently",21,7,6,7,50.0983,8,0,1,Temporal,6,Silent,7
A1H8KD4NM21PAP:39K0FND3AIMXKVQ1Q5JVJY31ENCMAD,LAGOON,"temporal, read silently",21,4,7,4,40.6826,8,0,3,Temporal,7,Silent,4
A1H8KD4NM21PAP:39K0FND3AIMXKVQ1Q5JVJY31ENCMAD,PERCH,"temporal, read silently",21,6,8,6,45.5708,8,0,2,Temporal,8,Silent,6
A1H8KD4NM21PAP:39K0FND3AIMXKVQ1Q5JVJY31ENCMAD,GARDEN,"temporal, read silently",22,6,1,6,32.9379,16,0,5,Temporal,1,Silent,6
A1H8KD4NM21PAP:39K0FND3AIMXKVQ1Q5JVJY31ENCMAD,APRON,"temporal, read silently",22,1,2,1,11.7289,16,0,1,Temporal,2,Silent,1
A1H8KD4NM21PAP:39K0FND3AIMXKVQ1Q5JVJY31ENCMAD,LOFT,"temporal, read silently",22,8,3,8,37.2502,16,0,5,Temporal,3,Silent,8
A1H8KD4NM21PAP:39K0FND3AIMXKVQ1Q5JVJY31ENCMAD,MARSH,"temporal, read silently",22,9,4,9,40.7142,16,0,5,Temporal,4,Silent,9
A1H8KD4NM21PAP:39K0FND3AIMXKVQ1Q5JVJY31ENCMAD,PEBBLE,"temporal, read silently",22,11,5,11,45.1938,16,0,6,Temporal,5,Silent,11
A1H8KD4NM21PAP:39K0FND3AIMXKVQ1Q5JVJY31ENCMAD,SALT,"temporal, read silently",22,13,6,13,52.1141,16,0,7,Temporal,6,Silent,13
A1H8KD4NM21PAP:39K0FND3AIMXKVQ1Q5JVJY31ENCMAD,DRAWING,"temporal, read silently",22,3,7,3,15.9705,16,0,4,Temporal,7,Silent,3
A1H8KD4NM21PAP:39K0FND3AIMXKVQ1Q5JVJY31ENCMAD,MESSAGE,"temporal, read silently",22,10,8,10,43.026,16,0,2,Temporal,8,Silent,10
A1H8KD4NM21PAP:39K0FND3AIMXKVQ1Q5JVJY31ENCMAD,CLAMP,"temporal, read silently",22,2,9,2,13.9363,16,0,7,Temporal,9,Silent,2
A1H8KD4NM21PAP:39K0FND3AIMXKVQ1Q5JVJY31ENCMAD,FILM,"temporal, read silently",22,4,10,4,29.0981,16,0,6,Temporal,10,Silent,4
A1H8KD4NM21PAP:39K0FND3AIMXKVQ1Q5JVJY31ENCMAD,ULCER,"temporal, read silently",22,15,11,15,56.6336,16,0,4,Temporal,11,Silent,15
A1H8KD4NM21PAP:39K0FND3AIMXKVQ1Q5JVJY31ENCMAD,RABBIT,"temporal, read silently",22,12,12,12,47.4916,16,1,0,Temporal,12,Silent,12
A1H8KD4NM21PAP:39K0FND3AIMXKVQ1Q5JVJY31ENCMAD,GRAPE,"temporal, read silently",22,7,13,7,35.0018,16,0,6,Temporal,13,Silent,7
A1H8KD4NM21PAP:39K0FND3AIMXKVQ1Q5JVJY31ENCMAD,VIRUS,"temporal, read silently",22,16,14,16,58.7534,16,0,2,Temporal,14,Silent,16
A1H8KD4NM21PAP:39K0FND3AIMXKVQ1Q5JVJY31ENCMAD,TUNNEL,"temporal, read silently",22,14,15,14,54.3703,16,0,1,Temporal,15,Silent,14
A1H8KD4NM21PAP:39K0FND3AIMXKVQ1Q5JVJY31ENCMAD,FLAG,"temporal, read silently",22,5,16,5,31.0099,16,0,11,Temporal,16,Silent,5
A1H8KD4NM21PAP:39K0FND3AIMXKVQ1Q5JVJY31ENCMAD,RATTLE,"temporal, read silently",23,6,1,6,73.1686,8,0,5,Temporal,1,Silent,6
A1H8KD4NM21PAP:39K0FND3AIMXKVQ1Q5JVJY31ENCMAD,PISTOL,"temporal, read silently",23,4,2,4,68.7699,8,0,2,Temporal,2,Silent,4
A1H8KD4NM21PAP:39K0FND3AIMXKVQ1Q5JVJY31ENCMAD,FLESH,"temporal, read silently",23,1,3,1,61.5931,8,0,2,Temporal,3,Silent,1
A1H8KD4NM21PAP:39K0FND3AIMXKVQ1Q5JVJY31ENCMAD,WRENCH,"temporal, read silently",23,8,4,8,78.1209,8,0,4,Temporal,4,Silent,8
A1H8KD4NM21PAP:39K0FND3AIMXKVQ1Q5JVJY31ENCMAD,SLIME,"temporal, read silently",23,7,5,7,75.6166,8,0,2,Temporal,5,Silent,7
A1H8KD4NM21PAP:39K0FND3AIMXKVQ1Q5JVJY31ENCMAD,POSTAGE,"temporal, read silently",23,5,6,5,70.6644,8,0,1,Temporal,6,Silent,5
A1H8KD4NM21PAP:39K0FND3AIMXKVQ1Q5JVJY31ENCMAD,MOTEL,"temporal, read silently",23,2,7,2,64.3688,8,0,5,Temporal,7,Silent,2
A1H8KD4NM21PAP:39K0FND3AIMXKVQ1Q5JVJY31ENCMAD,PEACH,"temporal, read silently",23,3,8,3,66.6126,8,0,5,Temporal,8,Silent,3
A1H8KD4NM21PAP:39K0FND3AIMXKVQ1Q5JVJY31ENCMAD,CLIMBER,"temporal, read silently",24,2,1,2,9.8779,12,0,1,Temporal,1,Silent,2
A1H8KD4NM21PAP:39K0FND3AIMXKVQ1Q5JVJY31ENCMAD,POSSUM,"temporal, read silently",24,10,2,10,45.1616,12,0,8,Temporal,2,Silent,10
A1H8KD4NM21PAP:39K0FND3AIMXKVQ1Q5JVJY31ENCMAD,YARN,"temporal, read silently",24,12,3,12,52.4188,12,0,9,Temporal,3,Silent,12
A1H8KD4NM21PAP:39K0FND3AIMXKVQ1Q5JVJY31ENCMAD,PRIMATE,"temporal, read silently",24,11,4,11,50.0049,12,0,7,Temporal,4,Silent,11
A1H8KD4NM21PAP:39K0FND3AIMXKVQ1Q5JVJY31ENCMAD,COCOON,"temporal, read silently",24,3,5,3,13.3421,12,0,2,Temporal,5,Silent,3
A1H8KD4NM21PAP:39K0FND3AIMXKVQ1Q5JVJY31ENCMAD,CRAB,"temporal, read silently",24,4,6,4,28.3719,12,0,2,Temporal,6,Silent,4
A1H8KD4NM21PAP:39K0FND3AIMXKVQ1Q5JVJY31ENCMAD,PICTURE,"temporal, read silently",24,9,7,9,43.0542,12,0,2,Temporal,7,Silent,9
A1H8KD4NM21PAP:39K0FND3AIMXKVQ1Q5JVJY31ENCMAD,BULLET,"temporal, read silently",24,1,8,1,7.1104,12,0,7,Temporal,8,Silent,1
A1H8KD4NM21PAP:39K0FND3AIMXKVQ1Q5JVJY31ENCMAD,PASTA,"temporal, read silently",24,8,9,8,41.006,12,0,1,Temporal,9,Silent,8
A1H8KD4NM21PAP:39K0FND3AIMXKVQ1Q5JVJY31ENCMAD,HOOD,"temporal, read silently",24,6,10,6,35.3817,12,0,4,Temporal,10,Silent,6
A1H8KD4NM21PAP:39K0FND3AIMXKVQ1Q5JVJY31ENCMAD,DRIVER,"temporal, read silently",24,5,11,5,33.3659,12,0,6,Temporal,11,Silent,5
A1H8KD4NM21PAP:39K0FND3AIMXKVQ1Q5JVJY31ENCMAD,OFFICE,"temporal, read silently",24,7,12,7,37.7399,12,0,5,Temporal,12,Silent,7
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,HAND,"temporal, read aloud",1,9,1,1,2.803,16,1,0,Temporal,1,Aloud,1
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,BANK,"temporal, read aloud",1,1,2,2,4.469,16,1,0,Temporal,2,Aloud,2
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,PUDDLE,"temporal, read aloud",1,15,3,3,5.819,16,1,0,Temporal,3,Aloud,3
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,ISLAND,"temporal, read aloud",1,11,4,4,7.669,16,1,0,Temporal,4,Aloud,4
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,PASTRY,"temporal, read aloud",1,13,5,5,9.702,16,1,0,Temporal,5,Aloud,5
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,NEUTRON,"temporal, read aloud",1,12,6,15,14.053,16,0,9,Temporal,6,Aloud,7
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,CRITIC,"temporal, read aloud",1,6,7,12,24.32,16,0,5,Temporal,7,Aloud,15
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,DUSTPAN,"temporal, read aloud",1,7,8,8,20.186,16,1,0,Temporal,8,Aloud,11
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,FLUTE,"temporal, read aloud",1,8,9,9,21.37,16,1,0,Temporal,9,Aloud,12
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,CHILD,"temporal, read aloud",1,4,10,7,18.637,16,0,3,Temporal,10,Aloud,10
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,SWITCH,"temporal, read aloud",1,16,11,13,26.12,16,0,2,Temporal,11,Aloud,16
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,BRANCH,"temporal, read aloud",1,2,12,6,17.403,16,0,6,Temporal,12,Aloud,9
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,COUNTY,"temporal, read aloud",1,5,13,11,23.32,16,0,2,Temporal,13,Aloud,14
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,PIGEON,"temporal, read aloud",1,14,14,10,22.37,16,0,4,Temporal,14,Aloud,13
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,ICING,"temporal, read aloud",1,10,15,14,15.47,16,0,1,Temporal,15,Aloud,8
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,CASKET,"temporal, read aloud",1,3,16,16,12.436,16,1,0,Temporal,16,Aloud,6
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,FARMER,"temporal, read aloud",2,4,1,1,1.847,8,1,0,Temporal,1,Aloud,1
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,GARLIC,"temporal, read aloud",2,5,2,2,2.747,8,1,0,Temporal,2,Aloud,2
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,BISON,"temporal, read aloud",2,1,3,4,10.598,8,0,1,Temporal,3,Aloud,7
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,CHAPEL,"temporal, read aloud",2,2,4,5,8.331,8,0,1,Temporal,4,Aloud,5
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,SLIME,"temporal, read aloud",2,8,5,7,5.614,8,0,2,Temporal,5,Aloud,4
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,NOVEL,"temporal, read aloud",2,6,6,8,15.715,8,0,2,Temporal,6,Aloud,8
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,POET,"temporal, read aloud",2,7,7,3,4.697,8,0,4,Temporal,7,Aloud,3
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,DONOR,"temporal, read aloud",2,3,8,6,9.514,8,0,2,Temporal,8,Aloud,6
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,DRIVER,"temporal, read aloud",3,4,1,1,2.027,12,1,0,Temporal,1,Aloud,1
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,WIFE,"temporal, read aloud",3,12,2,2,3.178,12,1,0,Temporal,2,Aloud,2
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,CARROT,"temporal, read aloud",3,2,3,3,4.628,12,1,0,Temporal,3,Aloud,3
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,POPCORN,"temporal, read aloud",3,8,4,4,5.877,12,1,0,Temporal,4,Aloud,4
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,PERCH,"temporal, read aloud",3,7,5,5,6.927,12,1,0,Temporal,5,Aloud,5
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,CONCERT,"temporal, read aloud",3,3,6,9,13.278,12,0,3,Temporal,6,Aloud,9
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,TILE,"temporal, read aloud",3,11,7,11,16.262,12,0,4,Temporal,7,Aloud,11
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,RABBIT,"temporal, read aloud",3,9,8,12,17.278,12,0,4,Temporal,8,Aloud,12
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,PEBBLE,"temporal, read aloud",3,6,9,6,8.977,12,0,3,Temporal,9,Aloud,6
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,ANTLER,"temporal, read aloud",3,1,10,7,10.944,12,0,3,Temporal,10,Aloud,7
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,OUTFIT,"temporal, read aloud",3,5,11,8,12.145,12,0,3,Temporal,11,Aloud,8
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,STAPLE,"temporal, read aloud",3,10,12,10,14.645,12,0,2,Temporal,12,Aloud,10
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,BURGLAR,"temporal, read aloud",4,2,1,1,2.555,8,1,0,Temporal,1,Aloud,1
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,SPIDER,"temporal, read aloud",4,7,2,2,3.838,8,1,0,Temporal,2,Aloud,2
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,GRAVEL,"temporal, read aloud",4,4,3,3,5.871,8,1,0,Temporal,3,Aloud,3
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,KLEENEX,"temporal, read aloud",4,6,4,5,7.888,8,0,1,Temporal,4,Aloud,5
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,JELLY,"temporal, read aloud",4,5,5,4,6.805,8,0,1,Temporal,5,Aloud,4
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,TABLET,"temporal, read aloud",4,8,6,7,10.072,8,0,1,Temporal,6,Aloud,7
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,FIDDLE,"temporal, read aloud",4,3,7,6,9.122,8,0,1,Temporal,7,Aloud,6
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,BARREL,"temporal, read aloud",4,1,8,8,11.005,8,1,0,Temporal,8,Aloud,8
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,BRANDY,"temporal, read aloud",5,4,1,1,7.363,16,1,0,Temporal,1,Aloud,4
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,FOREST,"temporal, read aloud",5,9,2,6,16.746,16,0,4,Temporal,2,Aloud,8
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,LABEL,"temporal, read aloud",5,11,3,8,30.147,16,0,5,Temporal,3,Aloud,15
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,MATCH,"temporal, read aloud",5,12,4,9,29.114,16,0,5,Temporal,4,Aloud,14
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,MUSTARD,"temporal, read aloud",5,13,5,5,21.88,16,1,0,Temporal,5,Aloud,10
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,DRESSER,"temporal, read aloud",5,7,6,4,12.313,16,0,2,Temporal,6,Aloud,6
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,CATCHER,"temporal, read aloud",5,5,7,11,23.264,16,0,4,Temporal,7,Aloud,11
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,AWARD,"temporal, read aloud",5,3,8,2,8.73,16,0,6,Temporal,8,Aloud,5
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,ICEBERG,"temporal, read aloud",5,10,9,13,26.247,16,0,4,Temporal,9,Aloud,12
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,ATLAS,"temporal, read aloud",5,2,10,12,18.896,16,0,2,Temporal,10,Aloud,9
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,OFFICE,"temporal, read aloud",5,14,11,10,28.013,16,0,1,Temporal,11,Aloud,13
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,ACTOR,"temporal, read aloud",5,1,12,7,31.18,16,0,5,Temporal,12,Aloud,16
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,TOASTER,"temporal, read aloud",5,16,13,16,5.312,16,0,3,Temporal,13,Aloud,3
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,CRATER,"temporal, read aloud",5,6,14,14,3.162,16,1,0,Temporal,14,Aloud,1
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,PASSAGE,"temporal, read aloud",5,15,15,15,4.362,16,1,0,Temporal,15,Aloud,2
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,ELBOW,"temporal, read aloud",5,8,16,3,14.246,16,0,13,Temporal,16,Aloud,7
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,MOTOR,"temporal, read aloud",6,5,1,9,11.324,12,0,8,Temporal,1,Aloud,5
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,POSSUM,"temporal, read aloud",6,8,2,5,23.725,12,0,3,Temporal,2,Aloud,10
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,PRIMATE,"temporal, read aloud",6,9,3,7,28.625,12,0,4,Temporal,3,Aloud,12
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,BOX,"temporal, read aloud",6,1,4,2,18.359,12,0,2,Temporal,4,Aloud,8
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,QUARTER,"temporal, read aloud",6,10,5,6,25.874,12,0,1,Temporal,5,Aloud,11
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,COOK,"temporal, read aloud",6,2,6,4,20.708,12,0,2,Temporal,6,Aloud,9
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,LILY,"temporal, read aloud",6,4,7,3,16.524,12,0,4,Temporal,7,Aloud,7
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,NAPKIN,"temporal, read aloud",6,6,8,8,9.107,12,1,0,Temporal,8,Aloud,4
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,POCKET,"temporal, read aloud",6,7,9,1,14.274,12,0,8,Temporal,9,Aloud,6
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,LASER,"temporal, read aloud",6,3,10,10,3.957,12,1,0,Temporal,10,Aloud,1
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,SUSPECT,"temporal, read aloud",6,11,11,11,6.441,12,1,0,Temporal,11,Aloud,2
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,WINDOW,"temporal, read aloud",6,12,12,12,7.307,12,1,0,Temporal,12,Aloud,3
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,UNCLE,"temporal, read aloud",7,7,1,1,2.028,8,1,0,Temporal,1,Aloud,1
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,SPOUSE,"temporal, read aloud",7,5,2,2,3.545,8,1,0,Temporal,2,Aloud,2
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,CAFE,"temporal, read aloud",7,1,3,3,4.561,8,1,0,Temporal,3,Aloud,3
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,TUBA,"temporal, read aloud",7,6,4,4,6.828,8,1,0,Temporal,4,Aloud,4
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,POLICE,"temporal, read aloud",7,4,5,5,7.861,8,1,0,Temporal,5,Aloud,5
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,LACE,"temporal, read aloud",7,2,6,6,11.613,8,1,0,Temporal,6,Aloud,6
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,PEACH,"temporal, read aloud",7,3,7,7,13.729,8,1,0,Temporal,7,Aloud,7
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,WITNESS,"temporal, read aloud",7,8,8,8,14.995,8,1,0,Temporal,8,Aloud,8
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,MARS,"temporal, read aloud",8,8,1,1,9.82,16,1,0,Temporal,1,Aloud,5
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,SKIRT,"temporal, read aloud",8,13,2,2,11.888,16,1,0,Temporal,2,Aloud,6
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,SILK,"temporal, read aloud",8,12,3,3,13.555,16,1,0,Temporal,3,Aloud,7
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,WIDOW,"temporal, read aloud",8,16,4,4,15.237,16,1,0,Temporal,4,Aloud,8
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,CITRUS,"temporal, read aloud",8,3,5,5,20.955,16,1,0,Temporal,5,Aloud,9
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,BRICK,"temporal, read aloud",8,1,6,6,22.271,16,1,0,Temporal,6,Aloud,10
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,TOURIST,"temporal, read aloud",8,14,7,11,25.571,16,0,4,Temporal,7,Aloud,11
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,VALLEY,"temporal, read aloud",8,15,8,12,27.139,16,0,4,Temporal,8,Aloud,12
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,PADDING,"temporal, read aloud",8,11,9,7,28.505,16,0,2,Temporal,9,Aloud,13
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,KIDNEY,"temporal, read aloud",8,6,10,8,29.489,16,0,2,Temporal,10,Aloud,14
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,MUFFIN,"temporal, read aloud",8,10,11,10,32.506,16,0,1,Temporal,11,Aloud,16
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,MAILMAN,"temporal, read aloud",8,7,12,9,31.59,16,0,3,Temporal,12,Aloud,15
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,GROUND,"temporal, read aloud",8,4,13,13,2.837,16,1,0,Temporal,13,Aloud,1
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,MISSILE,"temporal, read aloud",8,9,14,14,5.387,16,1,0,Temporal,14,Aloud,2
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,IGLOO,"temporal, read aloud",8,5,15,15,7.054,16,1,0,Temporal,15,Aloud,3
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,CABBAGE,"temporal, read aloud",8,2,16,16,8.554,16,1,0,Temporal,16,Aloud,4
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,PERMIT,"temporal, read aloud",9,8,1,1,4.287,12,1,0,Temporal,1,Aloud,2
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,DRAGON,"temporal, read aloud",9,4,2,4,7.937,12,0,2,Temporal,2,Aloud,5
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,VAGRANT,"temporal, read aloud",9,12,3,2,5.421,12,0,1,Temporal,3,Aloud,3
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,BEAST,"temporal, read aloud",9,3,4,3,6.838,12,0,1,Temporal,4,Aloud,4
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,FOOT,"temporal, read aloud",9,5,5,5,8.821,12,1,0,Temporal,5,Aloud,6
A1HLDOM6JTYYI2:3JNQLM5FT5TO9ADCDEP1D35EY7U2L6,JELLO,"temporal, read aloud",9,6,6,11,11.721,12,0,5,Temporal,6,Aloud,7
