Uniqueid,Word,Condition,Listnum,Spatial_Input_Position,Temporal_Input_Position,Spatial_Recall_Order,Initial_RT_Time,Length,Correct,Distance_From_Correct,Order_Type,Serial_Pos_Encoded,Word_Reading,Output_Rank
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,BRACES,"spatial, read silently",1,1,1,1,54.827,8,1,0,Spatial,1,Silent,1
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,BRANDY,"spatial, read silently",1,4,2,4,63.233,8,1,0,Spatial,4,Silent,2
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,CUSTARD,"spatial, read silently",1,7,3,7,67.587,8,1,0,Spatial,7,Silent,3
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,FRANCE,"spatial, read silently",1,2,4,2,71.516,8,1,0,Spatial,2,Silent,4
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,PECAN,"spatial, read silently",1,3,5,3,74.984,8,1,0,Spatial,3,Silent,5
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,SNACK,"spatial, read silently",1,8,6,8,80.39,8,1,0,Spatial,8,Silent,6
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,STREAM,"spatial, read silently",1,6,7,6,82.891,8,1,0,Spatial,6,Silent,7
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,VICTIM,"spatial, read silently",1,5,8,5,87.326,8,1,0,Spatial,5,Silent,8
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,BANJO,"spatial, read silently",2,11,1,11,50.781,16,1,0,Spatial,11,Silent,1
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,BLADE,"spatial, read silently",2,2,2,2,57.659,16,1,0,Spatial,2,Silent,2
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,BOX,"spatial, read silently",2,16,3,16,61.531,16,1,0,Spatial,16,Silent,3
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,COUCH,"spatial, read silently",2,1,4,1,65.469,16,1,0,Spatial,1,Silent,4
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,FLOWER,"spatial, read silently",2,6,5,6,72.379,16,1,0,Spatial,6,Silent,5
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,INFANT,"spatial, read silently",2,15,6,15,80.657,16,1,0,Spatial,15,Silent,6
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,JELLO,"spatial, read silently",2,8,7,8,94.406,16,1,0,Spatial,8,Silent,7
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,LAKE,"spatial, read silently",2,10,8,10,101.781,16,1,0,Spatial,10,Silent,8
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,NOMAD,"spatial, read silently",2,7,9,7,110.597,16,1,0,Spatial,7,Silent,9
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,OUTLAW,"spatial, read silently",2,14,10,14,117.782,16,1,0,Spatial,14,Silent,10
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,SALT,"spatial, read silently",2,4,11,4,127.031,16,1,0,Spatial,4,Silent,11
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,SHORTS,"spatial, read silently",2,12,12,12,139.031,16,1,0,Spatial,12,Silent,12
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,SNAKE,"spatial, read silently",2,5,13,5,159.688,16,1,0,Spatial,5,Silent,13
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,STOMACH,"spatial, read silently",2,13,14,13,164.259,16,1,0,Spatial,13,Silent,14
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,TREAT,"spatial, read silently",2,9,15,9,168.563,16,1,0,Spatial,9,Silent,15
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,TUNNEL,"spatial, read silently",2,3,16,3,172.156,16,1,0,Spatial,3,Silent,16
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,BEAVER,"spatial, read silently",3,8,1,8,44.639,12,1,0,Spatial,8,Silent,5
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,COUSIN,"spatial, read silently",3,7,2,7,41.144,12,1,0,Spatial,7,Silent,4
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,CRICKET,"spatial, read silently",3,5,3,5,72.014,12,1,0,Spatial,5,Silent,6
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,FLASK,"spatial, read silently",3,6,4,6,80.61,12,1,0,Spatial,6,Silent,7
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,GRAPE,"spatial, read silently",3,11,5,11,88.046,12,1,0,Spatial,11,Silent,8
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,HARP,"spatial, read silently",3,2,6,2,13.765,12,1,0,Spatial,2,Silent,3
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,HOSTESS,"spatial, read silently",3,4,7,4,106.796,12,1,0,Spatial,4,Silent,9
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,LAGOON,"spatial, read silently",3,1,8,1,112.859,12,1,0,Spatial,1,Silent,10
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,MARKER,"spatial, read silently",3,3,9,3,116.984,12,1,0,Spatial,3,Silent,11
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,POLICE,"spatial, read silently",3,10,10,10,121.235,12,1,0,Spatial,10,Silent,12
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,SERVANT,"spatial, read silently",3,9,11,9,7.122,12,1,0,Spatial,9,Silent,2
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,TUTU,"spatial, read silently",3,12,12,12,4.139,12,1,0,Spatial,12,Silent,1
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,FUNGUS,"spatial, read silently",4,5,1,5,30.241,16,1,0,Spatial,5,Silent,1
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,GOBLIN,"spatial, read silently",4,9,2,9,51.242,16,1,0,Spatial,9,Silent,2
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,GRAVEL,"spatial, read silently",4,1,3,1,57.148,16,1,0,Spatial,1,Silent,3
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,ISLAND,"spatial, read silently",4,4,4,4,62.773,16,1,0,Spatial,4,Silent,4
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,LIZARD,"spatial, read silently",4,2,5,2,67.991,16,1,0,Spatial,2,Silent,5
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,LUMBER,"spatial, read silently",4,15,6,15,71.336,16,1,0,Spatial,15,Silent,6
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,PASSAGE,"spatial, read silently",4,13,7,13,76.309,16,1,0,Spatial,13,Silent,7
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,PERCH,"spatial, read silently",4,7,8,7,84.436,16,1,0,Spatial,7,Silent,8
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,PLAZA,"spatial, read silently",4,3,9,3,92.399,16,1,0,Spatial,3,Silent,9
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,RABBIT,"spatial, read silently",4,6,10,6,98.398,16,1,0,Spatial,6,Silent,10
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,SILK,"spatial, read silently",4,16,11,16,111.898,16,1,0,Spatial,16,Silent,11
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,SKIRT,"spatial, read silently",4,8,12,8,121.188,16,1,0,Spatial,8,Silent,12
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,SPACE,"spatial, read silently",4,11,13,11,145.747,16,1,0,Spatial,11,Silent,13
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,SPONGE,"spatial, read silently",4,12,14,12,156.181,16,1,0,Spatial,12,Silent,14
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,TEACHER,"spatial, read silently",4,14,15,14,161.564,16,1,0,Spatial,14,Silent,15
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,WORKER,"spatial, read silently",4,10,16,10,173.523,16,1,0,Spatial,10,Silent,16
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,COTTAGE,"spatial, read silently",5,7,1,7,20.783,8,1,0,Spatial,7,Silent,1
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,DUST,"spatial, read silently",5,5,2,5,25.819,8,1,0,Spatial,5,Silent,2
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,DUSTPAN,"spatial, read silently",5,8,3,8,32.134,8,1,0,Spatial,8,Silent,3
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,PEACH,"spatial, read silently",5,1,4,1,36.369,8,1,0,Spatial,1,Silent,4
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,PEBBLE,"spatial, read silently",5,3,5,3,40.274,8,1,0,Spatial,3,Silent,5
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,STAMP,"spatial, read silently",5,4,6,4,45.649,8,1,0,Spatial,4,Silent,6
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,SUNRISE,"spatial, read silently",5,2,7,2,49.899,8,1,0,Spatial,2,Silent,7
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,VIKING,"spatial, read silently",5,6,8,6,52.118,8,1,0,Spatial,6,Silent,8
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,AIRPORT,"spatial, read silently",6,4,1,4,48.296,12,1,0,Spatial,4,Silent,1
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,FREEZER,"spatial, read silently",6,12,2,12,53.391,12,1,0,Spatial,12,Silent,2
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,KLEENEX,"spatial, read silently",6,6,3,6,62.824,12,1,0,Spatial,6,Silent,3
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,LOFT,"spatial, read silently",6,9,4,9,66.637,12,1,0,Spatial,9,Silent,4
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,MARS,"spatial, read silently",6,1,5,1,74.889,12,1,0,Spatial,1,Silent,5
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,MISTER,"spatial, read silently",6,8,6,8,78.612,12,1,0,Spatial,8,Silent,6
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,MUSTARD,"spatial, read silently",6,5,7,5,85.482,12,1,0,Spatial,5,Silent,7
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,PASTA,"spatial, read silently",6,11,8,11,165.258,12,1,0,Spatial,11,Silent,8
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,SADDLE,"spatial, read silently",6,2,9,2,170.587,12,1,0,Spatial,2,Silent,9
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,SWORD,"spatial, read silently",6,7,10,7,176.6,12,1,0,Spatial,7,Silent,10
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,TAXI,"spatial, read silently",6,3,11,3,180.981,12,1,0,Spatial,3,Silent,11
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,THIEF,"spatial, read silently",6,10,12,10,184.176,12,1,0,Spatial,10,Silent,12
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,ARMY,"spatial, read silently",7,15,1,15,29.714,16,1,0,Spatial,15,Silent,1
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,BIKE,"spatial, read silently",7,5,2,5,35.462,16,1,0,Spatial,5,Silent,2
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,DORM,"spatial, read silently",7,14,3,14,40.315,16,1,0,Spatial,14,Silent,3
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,DRINK,"spatial, read silently",7,13,4,13,46.678,16,1,0,Spatial,13,Silent,4
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,JAPAN,"spatial, read silently",7,7,5,6,54.085,16,0,1,Spatial,7,Silent,5
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,LABEL,"spatial, read silently",7,4,6,4,63.212,16,1,0,Spatial,4,Silent,6
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,MAMMAL,"spatial, read silently",7,11,7,11,72.245,16,1,0,Spatial,11,Silent,7
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,MAPLE,"spatial, read silently",7,16,8,16,81.428,16,1,0,Spatial,16,Silent,8
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,PERFUME,"spatial, read silently",7,8,9,8,93.397,16,1,0,Spatial,8,Silent,9
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,PERMIT,"spatial, read silently",7,6,10,7,101.271,16,0,1,Spatial,6,Silent,10
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,SHIRT,"spatial, read silently",7,1,11,1,111.601,16,1,0,Spatial,1,Silent,11
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,SHRUB,"spatial, read silently",7,3,12,3,115.309,16,1,0,Spatial,3,Silent,12
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,STAR,"spatial, read silently",7,10,13,10,120.24,16,1,0,Spatial,10,Silent,13
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,STONE,"spatial, read silently",7,12,14,12,133.056,16,1,0,Spatial,12,Silent,14
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,SURVEY,"spatial, read silently",7,9,15,9,142.21,16,1,0,Spatial,9,Silent,15
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,VELVET,"spatial, read silently",7,2,16,2,149.989,16,1,0,Spatial,2,Silent,16
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,BEAST,"spatial, read silently",8,9,1,9,43.615,12,1,0,Spatial,9,Silent,1
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,GARBAGE,"spatial, read silently",8,4,2,4,72.956,12,1,0,Spatial,4,Silent,2
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,GLASS,"spatial, read silently",8,6,3,6,92.8,12,1,0,Spatial,6,Silent,3
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,HIGHWAY,"spatial, read silently",8,2,4,2,110.933,12,1,0,Spatial,2,Silent,4
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,JOURNAL,"spatial, read silently",8,5,5,5,116.081,12,1,0,Spatial,5,Silent,5
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,JUNGLE,"spatial, read silently",8,12,6,12,120.832,12,1,0,Spatial,12,Silent,6
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,LEOPARD,"spatial, read silently",8,7,7,7,136.462,12,1,0,Spatial,7,Silent,7
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,QUEEN,"spatial, read silently",8,10,8,10,143.943,12,1,0,Spatial,10,Silent,8
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,STAPLE,"spatial, read silently",8,8,9,8,150.738,12,1,0,Spatial,8,Silent,9
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,SUPPER,"spatial, read silently",8,3,10,3,159.268,12,1,0,Spatial,3,Silent,10
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,VALVE,"spatial, read silently",8,11,11,11,161.864,12,1,0,Spatial,11,Silent,11
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,ZIPPER,"spatial, read silently",8,1,12,1,164.706,12,1,0,Spatial,1,Silent,12
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,COFFEE,"spatial, read silently",9,8,1,8,19.932,8,1,0,Spatial,8,Silent,1
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,DRILL,"spatial, read silently",9,7,2,7,29.545,8,1,0,Spatial,7,Silent,2
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,INMATE,"spatial, read silently",9,3,3,3,40.17,8,1,0,Spatial,3,Silent,3
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,MAILBOX,"spatial, read silently",9,4,4,4,66.357,8,1,0,Spatial,4,Silent,4
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,PICTURE,"spatial, read silently",9,6,5,6,78.18,8,1,0,Spatial,6,Silent,5
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,RAZOR,"spatial, read silently",9,5,6,5,91.736,8,1,0,Spatial,5,Silent,6
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,RIFLE,"spatial, read silently",9,1,7,1,100.295,8,1,0,Spatial,1,Silent,7
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,SIBLING,"spatial, read silently",9,2,8,2,107.295,8,1,0,Spatial,2,Silent,8
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,AGENT,"spatial, read silently",10,2,1,2,29.995,16,1,0,Spatial,2,Silent,1
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,ARM,"spatial, read silently",10,9,2,9,48.714,16,1,0,Spatial,9,Silent,2
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,ATLAS,"spatial, read silently",10,4,3,4,59.182,16,1,0,Spatial,4,Silent,3
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,BISON,"spatial, read silently",10,10,4,10,67.463,16,1,0,Spatial,10,Silent,4
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,CATCHER,"spatial, read silently",10,3,5,3,80.495,16,1,0,Spatial,3,Silent,5
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,CRIB,"spatial, read silently",10,8,6,8,89.183,16,1,0,Spatial,8,Silent,6
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,DENIM,"spatial, read silently",10,1,7,1,108.588,16,1,0,Spatial,1,Silent,7
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,FLIPPER,"spatial, read silently",10,7,8,7,126.713,16,1,0,Spatial,7,Silent,9
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,IGLOO,"spatial, read silently",10,16,9,16,116.213,16,1,0,Spatial,16,Silent,8
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,ITEM,"spatial, read silently",10,12,10,12,134.964,16,1,0,Spatial,12,Silent,10
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,KEEPER,"spatial, read silently",10,6,11,6,148.029,16,1,0,Spatial,6,Silent,11
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,MASK,"spatial, read silently",10,5,12,5,215.652,16,1,0,Spatial,5,Silent,12
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,NEUTRON,"spatial, read silently",10,15,13,15,229.12,16,1,0,Spatial,15,Silent,13
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,TOASTER,"spatial, read silently",10,13,14,13,237.339,16,1,0,Spatial,13,Silent,14
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,TURNIP,"spatial, read silently",10,11,15,11,246.557,16,1,0,Spatial,11,Silent,15
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,ZEBRA,"spatial, read silently",10,14,16,14,273.151,16,1,0,Spatial,14,Silent,16
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,BUG,"spatial, read silently",11,7,1,7,23.4,12,1,0,Spatial,7,Silent,1
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,COBRA,"spatial, read silently",11,11,2,11,33.587,12,1,0,Spatial,11,Silent,2
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,CRITIC,"spatial, read silently",11,6,3,6,42.181,12,1,0,Spatial,6,Silent,3
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,DONOR,"spatial, read silently",11,8,4,8,53.463,12,1,0,Spatial,8,Silent,4
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,EUROPE,"spatial, read silently",11,9,5,9,60.493,12,1,0,Spatial,9,Silent,5
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,FLUTE,"spatial, read silently",11,3,6,3,67.212,12,1,0,Spatial,3,Silent,6
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,PLASTER,"spatial, read silently",11,2,7,2,72.118,12,1,0,Spatial,2,Silent,7
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,SPOUSE,"spatial, read silently",11,10,8,10,79.089,12,1,0,Spatial,10,Silent,8
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,SUSPECT,"spatial, read silently",11,1,9,1,84.462,12,1,0,Spatial,1,Silent,9
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,TRACTOR,"spatial, read silently",11,12,10,12,91.213,12,1,0,Spatial,12,Silent,10
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,TURTLE,"spatial, read silently",11,5,11,5,97.493,12,1,0,Spatial,5,Silent,11
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,VIRUS,"spatial, read silently",11,4,12,4,104.09,12,1,0,Spatial,4,Silent,12
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,ANTLER,"spatial, read silently",12,2,1,2,26.672,8,1,0,Spatial,2,Silent,7
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,CARROT,"spatial, read silently",12,8,2,1,28.511,8,0,7,Spatial,8,Silent,8
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,FIDDLE,"spatial, read silently",12,5,3,3,17.214,8,0,2,Spatial,5,Silent,1
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,GLOBE,"spatial, read silently",12,6,4,6,18.703,8,1,0,Spatial,6,Silent,2
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,HUSBAND,"spatial, read silently",12,7,5,7,24.224,8,1,0,Spatial,7,Silent,6
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,MARROW,"spatial, read silently",12,1,6,4,20.041,8,0,3,Spatial,1,Silent,3
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,ONION,"spatial, read silently",12,3,7,8,21.352,8,0,5,Spatial,3,Silent,4
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,ROBIN,"spatial, read silently",12,4,8,5,22.717,8,0,1,Spatial,4,Silent,5
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,CONCERT,"spatial, read silently",13,5,1,4,396.625,8,0,1,Spatial,5,Silent,1
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,FINGER,"spatial, read silently",13,8,2,8,404.344,8,1,0,Spatial,8,Silent,2
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,PANTHER,"spatial, read silently",13,4,3,3,412.124,8,0,1,Spatial,4,Silent,3
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,PARROT,"spatial, read silently",13,7,4,7,419.469,8,1,0,Spatial,7,Silent,4
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,PIMPLE,"spatial, read silently",13,1,5,1,424.994,8,1,0,Spatial,1,Silent,5
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,SEAFOOD,"spatial, read silently",13,3,6,6,431.339,8,0,3,Spatial,3,Silent,6
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,SHELF,"spatial, read silently",13,2,7,2,454.37,8,1,0,Spatial,2,Silent,8
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,WRENCH,"spatial, read silently",13,6,8,5,449.183,8,0,1,Spatial,6,Silent,7
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,CANAL,"spatial, read silently",14,7,1,9,38.879,12,0,2,Spatial,7,Silent,1
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,FRUIT,"spatial, read silently",14,2,2,3,208.655,12,0,1,Spatial,2,Silent,11
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,HAMPER,"spatial, read silently",14,4,3,4,152.373,12,1,0,Spatial,4,Silent,2
A102RSV009OCUW:3COPXFW7XCJ9HBW0UCOCUG0SJ8SKP0,HAND,"spatial, read silently",14,12,4,12,159.162,12,1,0,Spatial,12,Silent,3
