Uniqueid,Word,Condition,Listnum,Spatial_Input_Order,Temporal_Input_Position,Spatial_Recall_Order,Initial_RT_Time,Length,Correct,Distance_From_Correct,Order_Type,Serial_Pos_Encoded,Word_Reading,Output_Rank,List_Type
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,CLOTH,"temporal, read aloud, Fixed",1,3,1,3,8.192099999999627,12,0,2,Temporal,1,Aloud,1,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,EGG,"temporal, read aloud, Fixed",1,2,2,2,39.80790000000037,12,1,0,Temporal,2,Aloud,2,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,FLEA,"temporal, read aloud, Fixed",1,4,3,4,44.60480000000074,12,0,1,Temporal,3,Aloud,3,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,LIP,"temporal, read aloud, Fixed",1,9,4,9,55.17220000000112,12,0,5,Temporal,4,Aloud,5,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,MAZE,"temporal, read aloud, Fixed",1,6,5,5,67.45590000000037,12,1,0,Temporal,5,Aloud,8,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,PIT,"temporal, read aloud, Fixed",1,10,6,6,69.38359999999963,12,1,0,Temporal,6,Aloud,9,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,ROPE,"temporal, read aloud, Fixed",1,1,7,1,51.120300000000746,12,0,6,Temporal,7,Aloud,4,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,SEED,"temporal, read aloud, Fixed",1,11,8,8,59.2635,12,1,0,Temporal,8,Aloud,6,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,SHEET,"temporal, read aloud, Fixed",1,5,9,11,72.11790000000038,12,0,2,Temporal,9,Aloud,10,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,SPEAR,"temporal, read aloud, Fixed",1,8,10,10,85.66730000000075,12,1,0,Temporal,10,Aloud,11,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,TOY,"temporal, read aloud, Fixed",1,7,11,7,62.695400000000376,12,0,4,Temporal,11,Aloud,7,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,ZOO,"temporal, read aloud, Fixed",1,12,12,12,87.78440000000037,12,1,0,Temporal,12,Aloud,12,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,CLOTH,"temporal, read aloud, Fixed",2,10,1,10,63.6005,12,0,9,Temporal,1,Aloud,1,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,EGG,"temporal, read aloud, Fixed",2,8,2,8,86.96430000000075,12,0,6,Temporal,2,Aloud,2,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,FLEA,"temporal, read aloud, Fixed",2,9,3,9,94.63630000000074,12,0,6,Temporal,3,Aloud,3,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,LIP,"temporal, read aloud, Fixed",2,6,4,6,108.68340000000038,12,0,2,Temporal,4,Aloud,4,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,MAZE,"temporal, read aloud, Fixed",2,4,5,4,122.29280000000074,12,0,1,Temporal,5,Aloud,5,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,PIT,"temporal, read aloud, Fixed",2,12,6,12,134.81240000000037,12,0,6,Temporal,6,Aloud,6,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,ROPE,"temporal, read aloud, Fixed",2,5,7,5,159.21790000000038,12,0,2,Temporal,7,Aloud,7,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,SEED,"temporal, read aloud, Fixed",2,7,8,1,211.69940000000037,12,0,7,Temporal,8,Aloud,8,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,SHEET,"temporal, read aloud, Fixed",2,11,9,3,213.94769999999926,12,0,6,Temporal,9,Aloud,9,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,SPEAR,"temporal, read aloud, Fixed",2,2,10,7,216.81980000000075,12,0,3,Temporal,10,Aloud,10,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,TOY,"temporal, read aloud, Fixed",2,3,11,11,220.541,12,1,0,Temporal,11,Aloud,11,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,ZOO,"temporal, read aloud, Fixed",2,1,12,2,222.65990000000036,12,0,10,Temporal,12,Aloud,12,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,CLOTH,"temporal, read aloud, Fixed",3,4,1,4,32.57909999999963,12,0,3,Temporal,1,Aloud,3,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,EGG,"temporal, read aloud, Fixed",3,7,2,6,37.0265,12,0,4,Temporal,2,Aloud,4,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,FLEA,"temporal, read aloud, Fixed",3,6,3,7,45.235400000000375,12,0,4,Temporal,3,Aloud,5,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,LIP,"temporal, read aloud, Fixed",3,9,4,9,57.691,12,0,5,Temporal,4,Aloud,6,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,MAZE,"temporal, read aloud, Fixed",3,12,5,12,68.81119999999926,12,0,7,Temporal,5,Aloud,9,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,PIT,"temporal, read aloud, Fixed",3,2,6,2,73.98809999999963,12,0,4,Temporal,6,Aloud,10,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,ROPE,"temporal, read aloud, Fixed",3,11,7,11,64.7175,12,0,4,Temporal,7,Aloud,8,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,SEED,"temporal, read aloud, Fixed",3,3,8,5,82.04340000000037,12,0,3,Temporal,8,Aloud,11,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,SHEET,"temporal, read aloud, Fixed",3,5,9,3,84.21159999999962,12,0,6,Temporal,9,Aloud,12,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,SPEAR,"temporal, read aloud, Fixed",3,8,10,8,18.859300000000744,12,0,2,Temporal,10,Aloud,2,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,TOY,"temporal, read aloud, Fixed",3,10,11,10,61.971300000000745,12,0,1,Temporal,11,Aloud,7,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,ZOO,"temporal, read aloud, Fixed",3,1,12,1,8.859699999999254,12,0,11,Temporal,12,Aloud,1,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,CLOTH,"temporal, read aloud, Fixed",4,11,1,11,39.76279999999888,12,0,10,Temporal,1,Aloud,11,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,EGG,"temporal, read aloud, Fixed",4,7,2,7,30.52139999999851,12,0,5,Temporal,2,Aloud,7,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,FLEA,"temporal, read aloud, Fixed",4,5,3,5,23.026099999999627,12,0,2,Temporal,3,Aloud,5,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,LIP,"temporal, read aloud, Fixed",4,3,4,3,15.354799999998882,12,0,1,Temporal,4,Aloud,3,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,MAZE,"temporal, read aloud, Fixed",4,8,5,8,32.977299999998884,12,0,3,Temporal,5,Aloud,8,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,PIT,"temporal, read aloud, Fixed",4,1,6,1,9.6474,12,0,5,Temporal,6,Aloud,1,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,ROPE,"temporal, read aloud, Fixed",4,9,7,9,34.929199999999256,12,0,2,Temporal,7,Aloud,9,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,SEED,"temporal, read aloud, Fixed",4,10,8,10,37.354,12,0,2,Temporal,8,Aloud,10,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,SHEET,"temporal, read aloud, Fixed",4,2,9,2,13.17789999999851,12,0,7,Temporal,9,Aloud,2,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,SPEAR,"temporal, read aloud, Fixed",4,12,10,12,70.57969999999925,12,0,2,Temporal,10,Aloud,12,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,TOY,"temporal, read aloud, Fixed",4,4,11,4,18.041299999998884,12,0,7,Temporal,11,Aloud,4,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,ZOO,"temporal, read aloud, Fixed",4,6,12,6,26.440199999999255,12,0,6,Temporal,12,Aloud,6,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,CLOTH,"temporal, read aloud, Fixed",5,2,1,2,15.093800000000744,12,0,1,Temporal,1,Aloud,2,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,EGG,"temporal, read aloud, Fixed",5,11,2,11,64.8691,12,0,9,Temporal,2,Aloud,10,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,FLEA,"temporal, read aloud, Fixed",5,6,3,6,29.128400000002234,12,0,3,Temporal,3,Aloud,6,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,LIP,"temporal, read aloud, Fixed",5,10,4,10,57.960800000000745,12,0,6,Temporal,4,Aloud,9,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,MAZE,"temporal, read aloud, Fixed",5,4,5,4,23.0325,12,0,1,Temporal,5,Aloud,4,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,PIT,"temporal, read aloud, Fixed",5,7,6,7,90.33840000000224,12,0,1,Temporal,6,Aloud,12,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,ROPE,"temporal, read aloud, Fixed",5,8,7,8,42.36060000000149,12,0,1,Temporal,7,Aloud,8,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,SEED,"temporal, read aloud, Fixed",5,1,8,1,12.168,12,0,7,Temporal,8,Aloud,1,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,SHEET,"temporal, read aloud, Fixed",5,5,9,5,25.912,12,0,4,Temporal,9,Aloud,5,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,SPEAR,"temporal, read aloud, Fixed",5,9,10,9,37.91230000000075,12,0,1,Temporal,10,Aloud,7,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,TOY,"temporal, read aloud, Fixed",5,3,11,3,18.2495,12,0,8,Temporal,11,Aloud,3,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,ZOO,"temporal, read aloud, Fixed",5,12,12,12,69.8205,12,1,0,Temporal,12,Aloud,11,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,CLOTH,"temporal, read aloud, Fixed",6,10,1,10,54.6385,12,0,9,Temporal,1,Aloud,10,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,EGG,"temporal, read aloud, Fixed",6,9,2,9,44.07880000000075,12,0,7,Temporal,2,Aloud,9,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,FLEA,"temporal, read aloud, Fixed",6,6,3,7,35.34290000000224,12,0,4,Temporal,3,Aloud,7,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,LIP,"temporal, read aloud, Fixed",6,4,4,5,27.33460000000149,12,0,1,Temporal,4,Aloud,5,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,MAZE,"temporal, read aloud, Fixed",6,7,5,6,30.78260000000149,12,0,1,Temporal,5,Aloud,6,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,PIT,"temporal, read aloud, Fixed",6,8,6,8,65.42240000000224,12,0,2,Temporal,6,Aloud,12,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,ROPE,"temporal, read aloud, Fixed",6,2,7,2,11.84160000000149,12,0,5,Temporal,7,Aloud,2,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,SEED,"temporal, read aloud, Fixed",6,12,8,12,62.902,12,0,4,Temporal,8,Aloud,11,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,SHEET,"temporal, read aloud, Fixed",6,1,9,1,7.3102,12,0,8,Temporal,9,Aloud,1,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,SPEAR,"temporal, read aloud, Fixed",6,11,10,11,40.246800000000746,12,0,1,Temporal,10,Aloud,8,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,TOY,"temporal, read aloud, Fixed",6,5,11,4,23.905400000002235,12,0,7,Temporal,11,Aloud,4,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,ZOO,"temporal, read aloud, Fixed",6,3,12,3,18.758400000002236,12,0,9,Temporal,12,Aloud,3,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,CLOTH,"temporal, read aloud, Fixed",7,12,1,12,47.21510000000149,12,0,11,Temporal,1,Aloud,12,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,EGG,"temporal, read aloud, Fixed",7,6,2,5,24.01239999999851,12,0,3,Temporal,2,Aloud,5,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,FLEA,"temporal, read aloud, Fixed",7,10,3,10,42.46130000000075,12,0,7,Temporal,3,Aloud,10,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,LIP,"temporal, read aloud, Fixed",7,5,4,6,27.30910000000149,12,0,2,Temporal,4,Aloud,6,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,MAZE,"temporal, read aloud, Fixed",7,3,5,3,17.017699999999255,12,0,2,Temporal,5,Aloud,3,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,PIT,"temporal, read aloud, Fixed",7,9,6,9,38.454,12,0,3,Temporal,6,Aloud,9,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,ROPE,"temporal, read aloud, Fixed",7,2,7,2,14.566699999999255,12,0,5,Temporal,7,Aloud,2,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,SEED,"temporal, read aloud, Fixed",7,7,8,7,31.88460000000149,12,0,1,Temporal,8,Aloud,7,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,SHEET,"temporal, read aloud, Fixed",7,1,9,1,6.589,12,0,8,Temporal,9,Aloud,1,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,SPEAR,"temporal, read aloud, Fixed",7,11,10,11,45.09280000000074,12,0,1,Temporal,10,Aloud,11,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,TOY,"temporal, read aloud, Fixed",7,4,11,4,20.2285,12,0,7,Temporal,11,Aloud,4,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,ZOO,"temporal, read aloud, Fixed",7,8,12,8,34.8845,12,0,4,Temporal,12,Aloud,8,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,CLOTH,"temporal, read aloud, Fixed",8,7,1,7,30.771,12,0,6,Temporal,1,Aloud,7,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,EGG,"temporal, read aloud, Fixed",8,1,2,1,10.25879999999702,12,0,1,Temporal,2,Aloud,1,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,FLEA,"temporal, read aloud, Fixed",8,8,3,8,35.39989999999851,12,0,5,Temporal,3,Aloud,8,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,LIP,"temporal, read aloud, Fixed",8,2,4,2,12.83479999999702,12,0,2,Temporal,4,Aloud,2,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,MAZE,"temporal, read aloud, Fixed",8,9,5,9,38.10339999999851,12,0,4,Temporal,5,Aloud,9,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,PIT,"temporal, read aloud, Fixed",8,6,6,6,28.023699999999256,12,1,0,Temporal,6,Aloud,6,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,ROPE,"temporal, read aloud, Fixed",8,5,7,5,25.35529999999702,12,0,2,Temporal,7,Aloud,5,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,SEED,"temporal, read aloud, Fixed",8,12,8,12,45.43569999999926,12,0,4,Temporal,8,Aloud,12,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,SHEET,"temporal, read aloud, Fixed",8,4,9,4,21.37089999999851,12,0,5,Temporal,9,Aloud,4,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,SPEAR,"temporal, read aloud, Fixed",8,3,10,3,17.11529999999702,12,0,7,Temporal,10,Aloud,3,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,TOY,"temporal, read aloud, Fixed",8,11,11,11,43.4605,12,1,0,Temporal,11,Aloud,11,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,ZOO,"temporal, read aloud, Fixed",8,10,12,10,40.787099999997764,12,0,2,Temporal,12,Aloud,10,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,CLOTH,"temporal, read aloud, Fixed",9,1,1,1,5.169800000000745,12,1,0,Temporal,1,Aloud,1,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,EGG,"temporal, read aloud, Fixed",9,6,2,6,21.137599999997764,12,0,4,Temporal,2,Aloud,6,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,FLEA,"temporal, read aloud, Fixed",9,10,3,10,34.32180000000074,12,0,7,Temporal,3,Aloud,10,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,LIP,"temporal, read aloud, Fixed",9,2,4,2,7.5860999999977645,12,0,2,Temporal,4,Aloud,2,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,MAZE,"temporal, read aloud, Fixed",9,5,5,5,17.80239999999851,12,1,0,Temporal,5,Aloud,5,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,PIT,"temporal, read aloud, Fixed",9,4,6,4,15.647099999997765,12,0,2,Temporal,6,Aloud,4,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,ROPE,"temporal, read aloud, Fixed",9,11,7,11,36.906,12,0,4,Temporal,7,Aloud,11,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,SEED,"temporal, read aloud, Fixed",9,7,8,8,29.535199999999254,12,1,0,Temporal,8,Aloud,8,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,SHEET,"temporal, read aloud, Fixed",9,3,9,3,11.410699999999254,12,0,6,Temporal,9,Aloud,3,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,SPEAR,"temporal, read aloud, Fixed",9,8,10,7,25.138199999999255,12,0,3,Temporal,10,Aloud,7,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,TOY,"temporal, read aloud, Fixed",9,9,11,9,31.986099999997766,12,0,2,Temporal,11,Aloud,9,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,ZOO,"temporal, read aloud, Fixed",9,12,12,12,38.55389999999851,12,1,0,Temporal,12,Aloud,12,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,CLOTH,"temporal, read aloud, Fixed",10,3,1,3,13.80960000000149,12,0,2,Temporal,1,Aloud,3,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,EGG,"temporal, read aloud, Fixed",10,9,2,8,47.29410000000149,12,0,6,Temporal,2,Aloud,9,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,FLEA,"temporal, read aloud, Fixed",10,2,3,2,11.315699999999255,12,0,1,Temporal,3,Aloud,2,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,LIP,"temporal, read aloud, Fixed",10,6,4,5,21.282,12,0,1,Temporal,4,Aloud,5,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,MAZE,"temporal, read aloud, Fixed",10,8,5,7,41.7685,12,0,2,Temporal,5,Aloud,7,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,PIT,"temporal, read aloud, Fixed",10,5,6,6,35.47939999999851,12,1,0,Temporal,6,Aloud,6,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,ROPE,"temporal, read aloud, Fixed",10,4,7,4,18.825699999999255,12,0,3,Temporal,7,Aloud,4,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,SEED,"temporal, read aloud, Fixed",10,10,8,10,81.00219999999925,12,0,2,Temporal,8,Aloud,12,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,SHEET,"temporal, read aloud, Fixed",10,12,9,12,51.46760000000149,12,0,3,Temporal,9,Aloud,10,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,SPEAR,"temporal, read aloud, Fixed",10,11,10,11,54.6185,12,0,1,Temporal,10,Aloud,11,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,TOY,"temporal, read aloud, Fixed",10,1,11,1,5.3774,12,0,10,Temporal,11,Aloud,1,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,ZOO,"temporal, read aloud, Fixed",10,7,12,9,44.66619999999926,12,0,3,Temporal,12,Aloud,8,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,CLOTH,"temporal, read aloud, Fixed",11,1,1,1,4.6855,12,1,0,Temporal,1,Aloud,1,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,EGG,"temporal, read aloud, Fixed",11,4,2,4,14.069300000000744,12,0,2,Temporal,2,Aloud,4,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,FLEA,"temporal, read aloud, Fixed",11,5,3,5,16.590300000000745,12,0,2,Temporal,3,Aloud,5,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,LIP,"temporal, read aloud, Fixed",11,8,4,8,25.268699999999257,12,0,4,Temporal,4,Aloud,8,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,MAZE,"temporal, read aloud, Fixed",11,12,5,12,35.527199999999254,12,0,7,Temporal,5,Aloud,12,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,PIT,"temporal, read aloud, Fixed",11,2,6,2,7.989,12,0,4,Temporal,6,Aloud,2,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,ROPE,"temporal, read aloud, Fixed",11,3,7,3,11.157,12,0,4,Temporal,7,Aloud,3,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,SEED,"temporal, read aloud, Fixed",11,11,8,11,33.269400000002236,12,0,3,Temporal,8,Aloud,11,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,SHEET,"temporal, read aloud, Fixed",11,9,9,9,27.8775,12,1,0,Temporal,9,Aloud,9,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,SPEAR,"temporal, read aloud, Fixed",11,10,10,10,30.85360000000149,12,1,0,Temporal,10,Aloud,10,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,TOY,"temporal, read aloud, Fixed",11,7,11,7,22.565699999999254,12,0,4,Temporal,11,Aloud,7,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,ZOO,"temporal, read aloud, Fixed",11,6,12,6,19.3165,12,0,6,Temporal,12,Aloud,6,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,CLOTH,"temporal, read aloud, Fixed",12,12,1,12,78.316,12,0,11,Temporal,1,Aloud,12,Fixed
A12D8YONW8TYWU:3NPI0JQDAPC8KUMNOL24V7NU1B2PTL,EGG,"temporal, read aloud, Fixed",12,8,2,8,52.274,12,0,6,Temporal,2,Aloud,9,Fixed
